Regulated Donee,Donor,Donation Type,Date Accepted,Date Reported,Measure Names,Destination,Nature Of Donation,Position Standing For,Purpose Of Visit,Value
John Prescott MP,C.F.I.T,Visit,08/09/2008,01/10/2008,Value,"Xiamen, China",,,C.F.I.T Conference.,"£1,291.36"
John Prescott MP,Chinese Government Ministry of Commerce (MOFCOM),Visit,10/09/2009,01/10/2009,Value,China,,,Attend trade fair.,"£4,526.40"
John Prescott MP,Chinese Ministry of Commerce,Visit,11/04/2009,01/05/2009,Value,Chongquing,,,To further relationship between Yorkshire & Chonq.,"£3,380.87"
John Prescott MP,Chinese People's Institute of Foreign Affairs (CPIFA),Visit,21/11/2009,01/12/2009,Value,"Beijing, China",,,Address China-EU Strategic Partnership Forum.,"£15,227.00"
John Prescott MP,Cunard,Non Cash,01/09/2008,01/11/2008,Value,,Travel,,,"£1,365.60"
John Prescott MP,Government of China,Visit,13/09/2008,01/10/2008,Value,Inner Mongolia,,,Strengthen relationships with businesses in China.,"£1,111.94"
John Prescott MP,Great Britain China Centre,Visit,11/09/2008,01/10/2008,Value,"Beijing, China",,,UK China Leadership Forum,"£3,397.00"
John Prescott MP,Lehman Brown,Visit,10/09/2009,01/10/2009,Value,China,,,"Spoke at British Chamber of Commerce, Beijing.","£1,260.00"
John Prescott MP,March Publishing Ltd,Visit,10/09/2009,01/10/2009,Value,Hong Kong and China,,,Addressed a 48 Group reception in Hong Kong.,"£3,964.00"
John Pugh MP,Government of India,Visit,03/10/2009,01/11/2009,Value,Delhi,,,Meet with representatives of Indian government.,"£3,000.00"
John Purvis,BAA Plc,Non Cash,30/06/2001,01/07/2001,Value,,Travel,,,"£3,933.90"
John Redwood MP,BAA Plc,Non Cash,01/07/2001,01/08/2001,Value,,Travel,,,"£5,245.20"
John Reid MP,Eden Intelligence,Visit,22/06/2009,01/07/2009,Value,Washington DC,,,Speaker and participant at intelligence conference,"£2,500.00"
John Reid MP,Government of Bahrain,Visit,10/06/2009,01/07/2009,Value,Bahrain,,,Discussions with government ministers.,"£5,000.00"
John Robertson MP,BAA Plc,Non Cash,21/06/2001,01/07/2001,Value,,Travel,,,"£5,245.20"
John Robertson MP,British Recorded Music Industry,Non Cash,20/02/2008,01/03/2008,Value,,Hospitality,,,"£1,473.50"
John Robertson MP,British Recorded Music Industry,Non Cash,18/02/2009,01/03/2009,Value,,Travel,,,"£1,500.00"
John Robertson MP,Connect,Non Cash,02/07/2008,01/08/2008,Value,,Premises,,,"£3,429.97"
John Robertson MP,KLM Royal Dutch Airlines,Visit,30/11/2007,01/12/2007,Value,"Lagos, Nigeria",,,Speak at Nigeria Leadership Initiative Symposium,"£3,000.00"
John Robertson MP,Labour Friends of Israel,Visit,10/02/2008,01/03/2008,Value,Israeli and Palestinian territories,,,Parliamentary delegation.,"£1,274.00"
John Robertson MP,Royal Institute of International Affairs,Visit,04/05/2008,01/06/2008,Value,Washington DC,,,Nigeria parliamentary group scoping visit,"£2,653.40"
John Robertson MP,Shell International BV,Visit,30/11/2008,01/12/2008,Value,"Lagos, Kaduna and Abuja, Nigeria",,,not recorded,"£7,064.00"
John Robertson MP,Virgin Nigeria Ltd,Visit,04/11/2007,01/12/2007,Value,"Lagos, Nigeria",,,"Investigate energy, security and malaria matters","£3,761.30"
John Robertson MP,Westinghouse Electric Company,Visit,25/08/2007,01/09/2007,Value,USA,,,All-Party group to visit power stations,"£4,000.00"
John Spellar MP,All Party Parliamentary Group on Japan,Visit,17/03/2012,17/04/2012,Value,All Party Parliamentary Group on Japan,,,"to promote relations between parliamentarians in Westminster and the Diet, to further cultural associations and to promote trade.","£2,000.00"
John Spellar MP,Amicus - AEEU,Non Cash,31/03/2002,01/04/2002,Value,,Premises,,,"£1,892.50"
John Spellar MP,Australia Israel Cultural Exchange,Visit,25/07/2014,11/09/2014,Value,Israel,,,"Participation in Australia Israel UK Leadership Dialogue, including 
discussions on the Middle East peace process and security in the region.","£1,586.00"
John Spellar MP,Australia Israel Cultural Exchange,Visit,16/12/2016,22/02/2017,Value,Israel,,,Tripartite Australia Israel UK Leadership Dialogue conference in Israel.,"£3,400.00"
John Spellar MP,Barclays Plc,Visit,09/03/2013,02/05/2013,Value,Singapore and Indonesia,,,"All-Party parliamentary Group for Trade and Invesment visit to Singaore and Indonesa to promote trade and specifically British exports in the education, infrastructure and architecture sectors.","£3,048.32"
John Spellar MP,Chartered Institute of Arbitrators,Visit,17/08/2019,06/09/2019,Value,Singapore,,,"To compare the role of London and Singapore as a global hub for arbitration and mediation, and to meet think tanks and government about international policy issues. Flights costing £4,590; hotel costs estimated at £1,000; internal travel, food and sundries","£7,085.00"
John Spellar MP,Government of Japan,Visit,17/03/2012,17/04/2012,Value,Japan,,,"to promote relations between parliamentarians in Westminster and the Diet, to further cultural associations and to promote trade.","£2,500.00"
John Spellar MP,International Institute for Strategic Studies,Visit,02/06/2011,20/06/2011,Value,Singapore,,,10th IISS Asia Security Summit,"£4,143.00"
John Spellar MP,Kingdom of Saudi Arabia,Visit,09/04/2018,14/05/2018,Value,Riyadh and Najran,,,To deepen understanding of Saudi Arabia and discussions of mutual concern.,"£8,762.00"
John Spellar MP,Kuwait National Assembly,Visit,25/01/2008,01/02/2008,Value,Kuwait,,,Fact-finding visit,"£3,272.32"
John Spellar MP,Labour Friends of Israel,Visit,15/02/2008,01/03/2008,Value,Israel and Palestine,,,Fact-finding visit.,"£1,274.00"
John Spellar MP,Labour Friends of Israel,Visit,01/03/2013,02/05/2013,Value,"Washington DC, USA",,,To attend AIPAC Policy Conference and for meetings with US Government officials and Congressmen and others.,"£2,100.00"
John Spellar MP,Malvern College Egypt,Visit,13/12/2014,08/01/2015,Value,Cairo,,,"To meet senior government ministers and officials, to get an up-date on the progress of the forthcoming parliamentary elections and to attend the launch of the agreement between the Azazy Group and the Malvern College which opens in Cairo in 2016.","£1,920.00"
John Spellar MP,Mr David Menton,Visit,08/02/2011,17/02/2011,Value,Israel,,,To attend and participate in the 2011 Herzliya Defence and Security Conference.,"£1,970.00"
John Spellar MP,Prudential Plc,Visit,09/03/2013,02/05/2013,Value,Singapore and Indonesia,,,"All-Party parliamentary Group for Trade and Invesment visit to Singaore and Indonesa to promote trade and specifically British exports in the education, infrastructure and architecture sectors.","£3,048.32"
John Stevenson MP,Center Parks Ltd,Cash,19/02/2020,26/02/2020,Value,,,,,"£2,000.00"
John Stevenson MP,Center Parks Ltd,Cash,11/02/2022,15/02/2022,Value,,,,,"£2,000.00"
John Stevenson MP,Center Parks Ltd,Cash,24/10/2022,14/11/2022,Value,,,,,"£2,000.00"
John Stevenson MP,EDF Energy Limited,Cash,08/06/2023,12/06/2023,Value,,,,,"£7,000.00"
John Stevenson MP,Kingmoor Park Properties Ltd,Cash,01/11/2022,14/11/2022,Value,,,,,"£7,500.00"
John Stevenson MP,Morgan Sindall Construction and Infrastructure Limited,Cash,21/04/2023,02/05/2023,Value,,,,,"£7,500.00"
John Stevenson MP,Nu Generation Ltd,Non Cash,21/06/2018,26/02/2020,Value,,Sponsorship,,,"£1,750.00"
John Stevenson MP,Persimmon Homes Limited,Cash,09/01/2023,17/01/2023,Value,,,,,"£2,000.00"
John Stevenson MP,Persimmon Homes Limited,Cash,25/08/2023,04/09/2023,Value,,,,,"£2,000.00"
John Stevenson MP,Story Homes Ltd,Non Cash,03/03/2017,29/03/2017,Value,,Other,,,"£2,000.00"
John Stevenson MP,Tetra Tech Limited,Cash,11/01/2023,17/01/2023,Value,,,,,"£7,500.00"
John Stevenson MP,The Skills Funding Agency,Cash,05/02/2015,15/04/2015,Value,,,,,"£2,000.00"
John Stevenson MP,United Biscuits,Cash,04/12/2017,21/12/2017,Value,,,,,"£2,000.00"
John Stevenson MP,United Biscuits,Cash,26/11/2021,06/12/2021,Value,,,,,"£2,000.00"
John Stevenson MP,United Biscuits,Non Cash,12/12/2016,20/12/2016,Value,,Sponsorship,,,"£2,000.00"
John Stevenson MP,University of Central Lancashire,Cash,05/04/2018,16/04/2018,Value,,,,,"£10,000.00"
John Stevenson MP,WYG plc,Cash,06/05/2016,19/05/2016,Value,,,,,"£15,000.00"
John Stevenson MP,WYG plc,Cash,01/03/2018,16/04/2018,Value,,,,,"£10,000.00"
John Thurso MP,BAA Plc,Non Cash,28/06/2001,01/07/2001,Value,,Travel,,,"£5,245.20"
John Whittingdale MP,BAA Plc,Non Cash,26/06/2001,01/07/2001,Value,,Travel,,,"£5,245.20"
John Whittingdale MP,British Ukrainian Society,Visit,18/09/2010,01/10/2010,Value,"Kiev, Ukraine",,,"Meet members of the Ukraine government, opposition","£2,800.00"
John Whittingdale MP,British Ukrainian Society,Visit,08/12/2011,14/12/2011,Value,"Kiev, Ukraine",,,to meet members of the Government of Ukraine in my capacity as Chairman of the British Ukraine All-Party Parliamentary Group,"£1,700.00"
John Whittingdale MP,British Ukrainian Society,Visit,13/09/2012,30/09/2012,Value,"Yalta, Ukraine",,,to attend the Yalta European Strategy Conference in my capacity as Chairman of the British Ukraine All-Party Parliamentary Group,"£2,520.00"
John Whittingdale MP,British Ukrainian Society,Visit,01/10/2014,30/10/2014,Value,"Hofburg, Vienna, Austria",,,To attend the Future Business Ukraine and German-Ukrainian Forum conference.,"£1,505.00"
John Whittingdale MP,Conservative Friends of Israel Ltd,Visit,25/09/2016,10/10/2016,Value,"Tel Aviv, Jerusalem and West Bank",,,"Fact finding delegation to Israel, West Bank and Gaza Border","£2,000.00"
John Whittingdale MP,Government of Qatar,Visit,04/05/2004,01/06/2004,Value,"Doha, Qatar",,,Meet Government officials & discuss Middle East.,"£4,000.00"
John Whittingdale MP,Government of Republic of China (Taiwan),Visit,23/09/2012,24/10/2012,Value,Taiwan,,,"To meet the President and senior Members of the Government and
Opposition to discuss issues affecting Taiwan and the UK","£3,315.00"
John Whittingdale MP,Ministry of Foreign Affairs of the State of Qatar,Visit,25/03/2022,21/04/2022,Value,Qatar,,,Participation at the Doha Forum 2022.,"£5,400.00"
John Whittingdale MP,The Taipei Representative Office in the UK (TRO),Visit,26/07/2014,06/08/2014,Value,Taiwan,,,"As part of the British-Taiwanese APPG, to promote the understanding of Taiwan and strengthen UK-Taiwan relations.","£3,300.00"
John Whittingdale MP,Viacom UK,Visit,09/11/2013,01/09/2016,Value,Amsterdam,,,To attend 2013 MTV Europe Music Awards,"£1,529.07"
John Woodcock MP,Australia Israel Cultural Exchange Limited (AICE),Visit,06/07/2018,31/07/2018,Value,Jerusalem,,,"Multilateral conference between UK, Israel, Australia and USA.","£1,750.00"
John Woodcock MP,Australian Strategic Policy Institute,Visit,04/10/2018,07/11/2018,Value,Canberra and Sydney,,,To participate in the Australia-United Kingdom Defence and Industry 1.5 Track Dialogue.,"£5,501.09"
John Woodcock MP,Bosphorus Centre for Global Affairs,Visit,14/12/2017,16/01/2018,Value,"Istnabul, Turkey",,,"Fact-finding delegation to meet officials and activists, to learn more about Islamist radicalisation, ISIS and Turkey-Syria regional dynamics. Visited camps for internally displaced people.","£3,941.08"
John Woodcock MP,Kingdom of Saudi Arabia,Visit,09/04/2018,04/05/2018,Value,Riyadh and Najran,,,To deepen understanding of Saudi Arabia and discussions of mutual concern.,"£8,762.00"
John Woodcock MP,Kurdistan Regional Government,Visit,15/02/2014,07/04/2014,Value,"Erbil & Balisan Village, Iraqi Kurdistan",,,"Kurdistan Region in Iraq APPG fact-finding trip, including the Kurdistan Children’s Hospital to meet ministers, civil society organisations and others.","£3,000.00"
John Woodcock MP,Qaiwan Group,Visit,11/11/2015,11/12/2015,Value,"Kurdistan Region of Iraq, including Erbil and Slemani",,,"APPG Kurdistan fact-finding delegation to meet senior political leaders including the Prime Minister, UK Consul-General, Kurdistan Britain Business Group, two camps for internally displaced people, the American University of Iraq and the Peshmerga in Kirku","£2,300.00"
John Woodcock MP,Saudi Arabia Ministry of Foreign Affairs,Visit,22/09/2019,14/10/2019,Value,Saudi Arabia,,,Parliamentary fact finding visit to Saudi Aramco facilities targeted in 14 September 2019 attack and receiving briefings on latest regional situation,"£8,077.00"
John Woodcock MP,The All China Youth Federation,Visit,05/12/2016,05/01/2017,Value,China,,,"To attend the 2016 UK-China Young Leaders Roundtable and the UK-China People-to-People Dialogue, building UK-China partnership in youth, reform, innovation and entrepreneurship.","£3,042.50"
Johnny Mercer MP," Aamer Sarfraz",Cash,06/11/2018,07/01/2019,Value,,,,,"£2,750.00"
Johnny Mercer MP," Angus Forbes",Cash,01/12/2023,05/12/2023,Value,,,,,"£10,000.00"
Johnny Mercer MP," William Rogers",Cash,16/09/2019,17/09/2019,Value,,,,,"£4,500.00"
Johnny Mercer MP,Bahrain Embassy,Visit,05/04/2018,08/05/2018,Value,Kingdom of Bahrain,,,"To attend the opening of the UK/Bahrain Naval base, meet with Government Ministers, Members of the Federal National Council and senior business figures, in order to build on the bilateral relationship.","£3,100.00"
Johnny Mercer MP,Bahrain Ministry of Foreign Affairs,Visit,29/10/2015,05/11/2015,Value,Bahrain,,,Attendance of IISS Manama Dialogue,"£3,050.00"
Johnny Mercer MP,Conservative Friends of Israel Ltd,Visit,14/02/2016,01/03/2016,Value,Israel and the West Bank,,,fact finding political delegation.,"£2,000.00"
Johnny Mercer MP,Mr Charles Bromage,Cash,06/11/2018,07/01/2019,Value,,,,,"£1,501.00"
Johnny Mercer MP,Mr Charles Cayzer,Cash,06/11/2018,07/01/2019,Value,,,,,"£1,501.00"
Johnny Mercer MP,Ms Elizabeth Gilmour,Cash,06/11/2018,07/01/2019,Value,,,,,"£2,500.00"
Johnny Mercer MP,Pietas Ltd,Cash,06/11/2018,07/01/2019,Value,,,,,"£2,500.00"
Johnny Mercer MP,Pietas Ltd,Non Cash,06/09/2018,07/01/2019,Value,,Premises,,,"£1,830.40"
Johnny Mercer MP,Somerset Capital Management,Non Cash,06/09/2018,07/01/2019,Value,,Premises,,,"£1,830.40"
Johnny Mercer MP,The Cayzer Trust,Cash,04/12/2014,11/12/2014,Value,,,,,"£7,500.00"
Johnny Mercer MP,The Cayzer Trust,Cash,20/05/2022,31/05/2022,Value,,,,,"£5,000.00"
Johnny Mercer MP,The Cayzer Trust,Cash,02/11/2023,06/11/2023,Value,,,,,"£2,500.00"
Johnny Mercer MP,The Cayzer Trust Company Ltd,Cash,04/11/2016,22/11/2016,Value,,,,,"£5,000.00"
Johnny Mercer MP,The Truell Conservation Foundation,Cash,14/10/2021,18/11/2021,Value,,,,,"£2,500.00"
Johnny Mercer MP,United and Cecil,Cash,06/11/2019,10/01/2020,Value,,,,,"£2,500.00"
Jon Trickett,CWU,Cash,06/11/2019,09/01/2020,Value,,,,,"£2,000.00"
Jonathan Ashworth MP,Labour Friends of Bangladesh,Visit,11/02/2017,17/02/2017,Value,Bangladesh,,,"Meetings with representatives of Bangladesh government and opposition leaders, meetings at Bangladesh Parliament, meetings with charitable organisations and British/Bangladeshi business organisations.","£2,500.00"
Jonathan Ashworth MP,"Ministry of Foreign Affairs, Qatar",Visit,16/02/2016,25/02/2016,Value,Qatar,,,"British-Qatar APPG visit to meet Ministers, officials, visit world cup sites to discuss issues of bilateral relations and regional crises.","£6,550.00"
Jonathan Ashworth MP,Trades Union Congress,Visit,26/10/2022,21/11/2022,Value,"Madrid, Spain",,,"To meet with Spanish trade unions and their members, as well as high-level representatives of the Spanish Government and Congress to see first hand the work being done on labour reform workers' rights","£2,285.00"
Jonathan Buckley,Northern Ireland Friends of Israel,Visit,27/05/2018,15/08/2018,Value,Israel and the Palestinian Authority,,,Political and trade delegation,"£2,144.00"
Jonathan Buckley,"US Department of State, Bureau of Educational and Cultural Affai",Visit,03/08/2019,02/09/2019,Value,United States of America,,,"N.B: Cash value is an approximate cost of the visit. To examine 'Global economic co-operation' in the context of the growth and integration of emerging markets into the world economy, and explore how the global economy affects local business and communitie","£8,500.00"
Jonathan Cruddas MP,Amicus,Cash,22/12/2006,01/01/2007,Value,,,,,"£15,000.00"
Jonathan Cruddas MP,CARE (Christian Action Research and Education),Non Cash,09/10/2017,23/11/2017,Value,,Staff costs,,,"£7,700.00"
Jonathan Cruddas MP,Catalyst Think Tank,Visit,27/08/2008,01/09/2008,Value,"Sydney and Melbourne, Australia",,,To participate in seminars organised by Catalyst.,"£3,500.00"
Jonathan Cruddas MP,Mr David Blake,Cash,08/03/2007,01/04/2007,Value,,,,,"£1,000.00"
Jonathan Cruddas MP,Mr David Blake,Impermissible Donor,,01/04/2007,Value,,,,,"£1,000.00"
Jonathan Cruddas MP,Transport and General Workers Union,Cash,16/03/2007,01/04/2007,Value,,,,,"£15,000.00"
